property_id,station_id,distance,house_area,rent_price,total_floor,floor,built_date,house_structure
542,10,1000,11,56000,5,3,1984-01-01,鉄骨
543,21,480,27,88000,9,2,2005-03-01,RC
544,36,640,35,154000,15,3,2004-03-01,RC
545,96,440,52,135000,3,1,2010-04-01,鉄骨
546,22,1200,39,77000,4,3,1993-02-01,鉄骨
547,6,720,73,200000,5,3,1985-03-01,RC
548,38,280,16,78000,8,2,1988-05-01,RC
549,98,640,35,126000,3,2,1990-05-01,RC
550,85,640,33,92000,3,2,1978-11-01,鉄骨
551,96,1360,44,84000,2,2,1986-10-01,鉄骨
552,1,960,22,70000,4,1,1997-08-01,RC
553,44,240,21,85500,3,1,2008-02-01,RC
554,16,840,22,48000,3,1,1988-11-01,RC
555,52,560,38,83000,12,3,2017-05-01,RC
556,44,240,21,98000,10,2,2013-02-01,RC
557,85,1320,12,61000,8,8,1989-05-01,RC
558,30,1000,26,68000,3,3,1984-02-01,RC
559,10,1280,67,149000,4,4,2018-09-01,鉄骨
560,28,880,19,56000,9,4,1989-03-01,RC
561,50,880,35,124000,8,5,2008-09-01,RC
562,50,360,17,86000,8,2,2000-10-01,RC
563,45,1200,80,162000,12,7,1994-04-01,RC
564,2,1040,21,97000,15,13,2010-06-01,RC
565,48,1000,25,108000,7,6,1998-04-01,RC
566,2,1240,21,78000,6,4,2005-08-01,RC
567,95,560,12,49000,3,3,1991-11-01,鉄骨
568,35,400,23,97000,14,12,2015-01-01,RC
569,13,720,45,102000,10,6,2010-05-01,鉄骨
570,74,960,11,62000,3,1,1985-02-01,鉄骨
571,29,640,19,121000,10,6,2008-10-01,RC
572,48,960,20,101000,7,7,2006-10-01,RC
573,30,200,14,81000,11,3,2006-01-01,RC
574,1,720,9,139500,32,20,2005-12-01,RC
575,13,480,36,154000,15,2,2017-08-01,RC
576,21,1240,84,115000,4,3,2002-02-01,RC
577,59,320,14,70000,4,2,2010-05-01,鉄骨
578,44,40,27,77000,4,3,2000-12-01,RC
579,91,1120,23,91000,2,1,2010-12-01,鉄骨
580,74,560,26,43000,4,2,1986-12-01,RC
581,99,280,13,71000,8,6,1982-08-01,RC
582,44,1000,45,83000,3,2,2012-05-01,鉄骨
583,21,560,32,76000,7,6,1995-05-01,鉄骨
584,69,480,71,127000,7,5,2004-05-01,RC
585,20,440,14,95000,10,6,2003-12-01,RC
586,16,1120,30,68000,3,1,1986-03-01,RC
587,19,840,59,165000,12,7,2007-09-01,RC
588,35,280,14,74000,5,4,1998-04-01,鉄骨
589,91,480,15,46000,3,1,1987-11-01,RC
590,40,720,26,98000,5,3,2016-08-01,RC
591,5,1440,14,68000,9,4,1978-02-01,RC
592,83,800,29,116000,4,4,2019-03-01,RC
593,45,360,37,91000,12,10,2006-05-01,RC
594,18,440,23,97000,12,9,2002-07-01,RC
595,10,600,25,72000,3,2,1987-05-01,鉄骨
596,83,600,23,76000,4,2,1989-02-01,鉄骨
597,16,480,18,59000,4,3,1996-10-01,RC
598,54,400,11,75000,11,6,1983-07-01,RC
599,21,960,33,63500,4,2,1988-04-01,RC
600,85,1120,48,84000,4,2,1988-01-01,RC
601,40,1320,22,54000,4,4,1987-02-01,鉄骨
602,29,480,154,644000,22,14,2008-03-01,RC
603,85,560,24,104000,13,3,2007-11-01,RC
604,7,760,27,129000,8,7,2016-12-01,RC
605,35,960,20,74000,3,1,2012-05-01,鉄骨
606,21,1680,24,65000,3,2,1988-11-01,RC
607,21,800,20,65400,4,3,1989-02-01,RC
608,1,1000,53,337000,29,20,2020-02-01,RC
609,46,520,33,125000,13,7,2014-03-01,RC
610,69,1000,29,102000,3,2,2015-08-01,鉄骨
611,44,280,41,121000,11,9,2002-02-01,RC
612,100,960,32,87000,12,10,2003-02-01,RC
613,21,680,31,72000,4,2,2005-03-01,鉄骨
614,28,440,34,93000,8,3,1995-10-01,RC
615,22,160,55,94000,7,2,1997-02-01,RC
616,67,80,34,70000,11,6,1998-05-01,RC
617,74,320,55,89000,7,5,1989-03-01,RC
618,46,640,51,150000,10,9,2012-08-01,RC
619,22,440,42,130700,5,3,1986-09-01,RC
620,37,440,37,130000,10,2,2000-04-01,RC
621,12,1040,53,184000,14,13,2000-01-01,RC
622,99,360,25,101500,4,4,2016-04-01,RC
623,6,720,16,93000,3,3,2002-09-01,鉄骨
624,44,920,14,105000,3,2,1984-12-01,RC
625,20,560,11,66000,4,1,1984-03-01,RC
626,85,640,16,71000,10,6,1995-07-01,RC
627,99,520,27,98000,7,6,1974-01-01,RC
628,59,320,14,65000,3,2,1992-12-01,鉄骨
629,2,1480,10,82000,14,3,2008-01-01,RC
630,28,520,62,120000,5,2,1989-01-01,鉄骨
631,46,960,20,73000,8,8,1993-11-01,RC
632,38,480,37,134000,12,6,1999-12-01,RC
633,12,800,93,184000,13,7,1997-03-01,RC
634,35,480,43,84000,8,5,1998-03-01,RC
635,99,280,27,84500,9,6,2013-06-01,RC
636,52,640,20,64000,4,3,2005-06-01,鉄骨
637,37,640,46,190000,15,2,2006-02-01,RC
638,7,680,59,247000,10,8,2016-02-01,RC
639,18,960,20,91500,11,2,2001-08-01,RC
640,13,440,18,114000,9,2,2003-08-01,RC
641,2,600,12,62000,10,6,1979-04-01,RC
642,22,720,19,61000,4,4,1985-04-01,RC
643,72,1240,35,63300,13,1,1971-10-01,RC
644,28,1840,13,69000,4,2,2006-01-01,鉄骨
645,9,880,39,138000,9,4,1997-11-01,鉄骨
646,29,200,87,310000,14,10,2006-07-01,RC
647,35,840,32,117500,7,6,2019-12-01,RC
648,10,560,24,72000,3,3,1991-01-01,鉄骨
649,45,520,32,98000,8,7,2013-01-01,RC
650,91,960,54,77000,7,4,1970-02-01,RC
651,19,960,29,91000,3,3,2008-03-01,RC
652,65,1280,32,95000,9,7,1999-06-01,RC
653,74,2000,21,90000,3,2,1989-11-01,RC
654,17,720,30,142000,15,3,2007-03-01,RC
655,72,960,40,122000,3,2,1999-10-01,RC
656,99,720,95,140000,10,3,1986-06-01,RC
657,1,720,20,118500,32,4,2005-12-01,RC
658,83,280,19,82000,4,2,1990-06-01,RC
659,32,200,39,75500,11,4,2005-02-01,RC
660,46,920,64,139000,7,1,1984-10-01,RC
661,22,80,45,105000,5,1,2014-03-01,RC
662,46,1080,28,76000,13,10,2007-07-01,RC
663,18,560,59,178000,50,28,2007-03-01,RC
664,21,800,18,84000,10,3,2010-03-01,RC
665,65,2480,18,75000,3,3,2005-01-01,RC
666,98,760,36,91000,5,4,2005-04-01,鉄骨
667,2,960,46,159000,5,4,1982-03-01,RC
668,91,160,86,213000,13,11,2003-05-01,RC
669,100,1120,71,133000,3,2,2020-09-01,鉄骨
670,19,1000,20,127000,3,2,2003-07-01,RC
671,95,160,37,68000,6,4,1993-02-01,RC
672,98,720,40,91000,4,3,1972-02-01,RC
673,46,960,77,160000,16,15,1996-12-01,RC
674,22,520,18,101000,10,3,2006-02-01,RC
675,29,240,43,244000,38,9,2017-11-01,RC
676,74,160,19,95000,7,6,2012-01-01,RC
677,23,480,64,173000,14,10,2006-01-01,RC
678,72,800,24,65000,3,3,1981-09-01,RC
679,60,280,26,90000,11,4,1979-02-01,RC
680,96,680,9,57000,3,2,1986-11-01,鉄骨
681,29,680,67,263000,7,1,2019-02-01,RC
682,96,1080,23,86000,6,2,2002-02-01,RC
683,52,480,34,92000,10,9,2002-11-01,RC
684,17,160,142,303000,24,11,2008-01-01,RC
685,44,400,21,76000,5,1,1980-09-01,RC
686,59,1560,34,76000,7,4,1962-11-01,RC
687,72,440,36,98000,11,4,1986-06-01,RC
688,50,1240,26,173000,5,4,2018-12-01,RC
689,10,920,21,84200,11,10,2002-03-01,RC
690,36,520,16,143000,15,7,2003-09-01,RC
691,19,560,30,106000,8,2,1970-01-01,RC
692,1,1200,41,138322,9,2,2003-11-01,RC
693,83,400,28,72000,5,5,1979-10-01,RC
694,50,760,67,253000,3,3,2007-07-01,RC
695,99,520,53,128000,5,3,1990-12-01,RC
696,9,440,17,92000,12,3,2003-01-01,RC
697,37,760,27,78000,10,6,1995-07-01,RC
698,10,680,31,98000,3,2,1995-01-01,鉄骨
699,83,440,48,86000,6,6,1964-09-01,RC
700,44,840,7,66000,3,3,1983-01-01,RC
701,90,320,49,183000,14,4,2005-07-01,RC
702,83,400,18,86000,10,5,2007-07-01,RC
703,50,1000,20,89500,5,3,1993-05-01,RC
704,91,1160,13,49000,5,3,1990-05-01,RC
705,44,480,11,56000,5,2,1984-07-01,RC
706,10,680,42,124000,2,1,1984-12-01,RC
707,21,880,28,63000,8,4,1989-04-01,RC
708,62,1360,61,309000,12,7,2013-09-01,RC
709,21,760,32,140000,8,7,2007-02-01,RC
710,74,680,34,81000,3,2,2013-11-01,RC
711,60,360,41,106000,4,4,2010-04-01,鉄骨
712,91,480,18,75000,5,2,1998-03-01,RC
713,95,280,39,73000,3,2,1989-01-01,鉄骨
714,44,800,35,116000,7,7,1979-09-01,RC
715,20,560,13,70000,4,4,1984-07-01,RC
716,20,760,29,104000,7,3,1985-09-01,RC
717,83,680,44,138000,7,3,1989-06-01,RC
718,6,200,39,183000,13,3,2005-11-01,RC
719,32,1640,49,110000,3,2,2001-07-01,鉄骨
720,35,440,28,78000,4,1,2014-09-01,鉄骨
721,35,600,19,92500,12,2,2010-12-01,RC
722,19,360,26,94000,3,2,2009-01-01,RC
723,17,240,30,99000,14,4,2006-08-01,RC
724,40,640,14,68000,3,1,2005-02-01,鉄骨
725,6,600,81,251500,5,4,2007-05-01,RC
726,29,720,33,105000,7,7,2000-06-01,RC
727,90,480,18,82000,12,5,2003-10-01,RC
728,60,640,12,90500,13,12,2003-08-01,RC
729,29,520,47,224000,22,3,2008-01-01,RC
730,21,720,41,76000,4,1,1993-02-01,RC
731,23,1000,40,152000,10,7,2006-11-01,RC
732,99,520,29,105000,4,4,1993-04-01,鉄骨
733,83,360,21,81600,11,4,2010-03-01,RC
734,17,80,21,108000,14,7,2004-10-01,RC
735,20,600,57,192000,12,5,2011-11-01,RC
736,38,480,15,91000,10,5,2005-06-01,RC
737,52,200,57,73000,3,3,1999-09-01,RC
738,99,1040,24,98000,12,8,2005-09-01,RC
739,2,1040,29,142000,8,8,1997-11-01,RC
740,46,360,27,101500,4,2,2013-08-01,RC
741,45,320,42,153000,6,2,1993-04-01,鉄骨
742,44,600,36,191000,4,3,2018-08-01,RC
743,90,320,13,104000,9,6,2007-10-01,RC
744,13,440,15,73000,9,4,1983-12-01,RC
745,20,280,36,167000,14,9,2006-10-01,RC
746,22,1000,15,47500,3,2,1980-11-01,鉄骨
747,48,760,53,131000,8,6,2006-10-01,RC
748,7,760,38,164000,12,4,2004-07-01,RC
749,48,920,16,139800,8,4,2006-03-01,RC
750,99,440,20,79000,4,3,1987-10-01,RC
751,96,880,27,98000,3,2,2006-02-01,RC
752,69,520,13,71000,3,1,2010-09-01,その他
753,35,1480,24,71000,5,4,1991-01-01,鉄骨
754,6,680,25,85000,3,1,2003-10-01,鉄骨
755,83,520,11,84400,10,2,2014-08-01,RC
756,43,880,28,89000,7,1,1999-11-01,RC
757,91,1200,45,96000,3,1,1973-10-01,RC
758,22,160,53,115000,4,4,1986-09-01,RC
759,7,760,45,168000,12,3,2004-11-01,RC
760,62,240,43,224000,8,6,2002-01-01,RC
761,59,560,53,83000,3,3,1982-01-01,鉄骨
762,20,1000,30,169000,15,15,2010-03-01,RC
763,37,440,36,174000,13,10,2017-11-01,RC
764,32,440,29,116000,10,5,2013-11-01,RC
765,72,760,22,102000,3,3,1990-06-01,鉄骨
766,46,1280,20,80000,4,1,2007-08-01,RC
767,96,360,24,82000,8,7,1996-10-01,RC
768,23,280,19,92000,9,1,2005-06-01,RC
769,12,840,21,106000,14,2,1999-11-01,RC
770,45,1240,32,64000,3,3,1996-02-01,鉄骨
771,30,320,16,61000,8,4,1990-05-01,RC
772,35,680,19,62000,6,1,1980-01-01,RC
773,44,880,40,163000,3,2,2009-01-01,鉄骨
774,20,640,53,196000,10,6,2017-04-01,鉄骨
775,21,960,35,79000,3,1,2004-03-01,RC
776,44,480,34,92000,4,2,1978-02-01,RC
777,99,400,20,69000,8,3,1982-08-01,RC
778,74,240,14,38000,2,2,1985-02-01,鉄骨
779,46,680,21,78000,9,2,2011-04-01,RC
780,16,440,14,33000,4,4,1985-02-01,RC
781,100,920,111,189000,13,6,1998-12-01,RC
782,32,160,26,81000,9,5,2003-04-01,RC
783,32,1080,47,63950,5,2,1969-07-01,RC
784,59,960,28,83000,11,8,2004-02-01,RC
785,23,720,12,84000,10,3,2001-06-01,RC
786,85,1120,17,64000,11,4,1990-03-01,RC
787,30,240,74,100000,8,7,1969-05-01,RC
788,96,1040,35,134000,8,7,2008-12-01,RC
789,59,1280,72,93000,3,1,1989-07-01,鉄骨
790,16,360,27,61000,5,4,1990-04-01,RC
791,52,480,24,39000,6,1,1987-04-01,RC
792,21,280,32,87000,10,4,2011-12-01,RC
793,18,1000,79,279000,7,5,1999-04-01,RC
794,99,560,35,144000,8,1,2007-04-01,RC
795,5,1200,33,233000,12,8,2005-10-01,RC
796,99,1120,33,80000,11,1,1982-03-01,RC
797,37,360,53,244000,15,7,2018-04-01,RC
798,83,400,40,83000,5,4,2013-02-01,RC
799,59,1360,49,75000,3,2,1986-10-01,鉄骨
800,36,200,19,94000,13,6,2006-07-01,RC
801,69,400,14,85000,14,6,2007-01-01,RC
802,85,600,49,100000,4,4,1986-06-01,RC
803,30,400,32,121000,9,9,2013-02-01,RC
804,29,280,15,110000,3,3,1994-04-01,RC
805,69,920,21,56000,3,2,1989-04-01,鉄骨
806,60,720,18,95000,12,2,2006-03-01,RC
807,60,440,102,223000,7,4,2007-01-01,RC
808,98,760,35,127000,4,4,2016-05-01,RC
809,45,720,91,137000,4,3,1989-07-01,RC
810,96,960,62,125000,2,2,1999-03-01,鉄骨
811,12,600,27,132000,4,4,2007-06-01,RC
812,32,600,35,90500,13,12,2006-03-01,RC
813,52,280,18,43000,3,3,1992-01-01,RC
814,96,1320,57,122000,3,2,1994-07-01,鉄骨
815,44,720,25,70000,3,3,1984-07-01,RC
816,38,760,11,53000,4,2,1981-08-01,RC
817,10,720,32,76000,5,2,1990-11-01,RC
818,40,280,31,156000,9,5,2019-05-01,RC
819,32,400,17,30000,4,2,1988-01-01,鉄骨
820,6,440,30,143000,14,7,2006-09-01,RC
821,91,120,25,88500,12,12,2017-10-01,RC
822,66,520,50,159000,16,12,1969-09-01,RC
823,62,560,38,174000,7,2,1966-12-01,RC
824,99,520,36,113000,7,6,1973-04-01,RC
825,21,480,28,106000,12,10,2012-06-01,RC
826,29,720,13,68000,5,4,1965-01-01,RC
827,83,320,24,101000,5,5,2016-02-01,RC
828,32,240,70,99000,11,3,1995-02-01,RC
829,28,440,78,204000,4,4,1965-06-01,RC
830,96,1240,23,88000,2,1,2004-02-01,RC
831,21,1080,36,67000,4,4,1972-02-01,鉄骨
832,46,200,53,148000,10,4,2013-04-01,RC
833,18,680,31,110000,12,4,2007-01-01,RC
834,83,360,37,118000,7,7,1974-08-01,RC
835,19,520,19,96000,2,2,1999-04-01,その他
836,22,960,20,75000,3,1,1994-12-01,鉄骨
837,6,560,22,159000,14,6,2006-06-01,RC
838,72,400,35,87000,10,9,2015-06-01,鉄骨
839,22,240,54,97000,3,3,1988-12-01,鉄骨
840,2,1240,94,218000,4,4,1990-04-01,RC
841,18,920,48,270000,48,38,2007-02-01,RC
842,44,280,81,177000,8,7,2006-01-01,RC
843,20,800,31,136000,4,1,1970-10-01,RC
844,9,680,30,102000,13,6,2016-03-01,RC
845,95,280,19,84000,6,4,1988-05-01,RC
846,10,1080,9,66000,3,3,1992-01-01,鉄骨
847,52,1680,42,81000,6,6,1997-07-01,RC
848,22,1440,37,108000,4,4,1973-06-01,RC
849,43,240,19,66000,4,1,1986-07-01,RC
850,6,520,19,80000,11,4,1997-09-01,RC
851,28,640,28,79500,9,8,2010-04-01,RC
852,37,880,21,118000,12,7,2002-01-01,RC
853,50,720,17,78000,3,1,2007-02-01,鉄骨
854,85,720,18,87500,18,9,2015-06-01,RC
855,9,720,24,131000,10,8,2006-04-01,RC
856,100,640,23,71000,5,4,1991-05-01,鉄骨
857,20,960,10,89000,5,4,1985-12-01,RC
858,50,120,87,177000,19,3,1997-10-01,RC
859,35,2040,17,76000,3,1,2014-02-01,鉄骨
860,72,480,16,68000,4,2,1981-01-01,鉄骨
861,20,760,49,189000,7,7,2001-10-01,RC
862,2,1520,26,85000,11,10,2006-03-01,RC
863,83,480,17,83000,5,4,2000-01-01,鉄骨
864,72,240,9,58000,9,5,1989-06-01,RC
865,50,1160,35,110000,3,1,1976-07-01,RC
866,21,440,33,91500,8,2,2012-03-01,RC
867,40,520,20,65000,10,8,1983-07-01,RC
868,100,800,28,85000,12,10,2003-02-01,RC
869,96,1000,41,116000,5,3,1973-04-01,RC
870,85,1280,42,122000,11,6,2001-12-01,RC
871,45,400,24,60000,7,2,1990-09-01,RC
872,96,520,72,166000,3,3,1987-07-01,RC
873,22,160,28,76000,4,2,2012-11-01,RC
874,10,480,47,135000,4,4,2013-12-01,RC
875,5,600,23,90000,3,2,1999-07-01,RC
876,36,480,31,147000,12,7,2018-02-01,RC
877,5,560,140,390000,43,28,2003-05-01,RC
878,72,1120,17,51000,4,3,1984-07-01,鉄骨
879,99,640,47,130000,4,2,1988-10-01,RC
880,21,800,25,101000,8,4,2007-01-01,RC
881,22,1480,14,64000,3,2,1990-01-01,RC
882,30,400,12,85000,5,3,1975-02-01,RC
883,29,800,62,199000,20,2,2003-11-01,RC
884,21,1240,54,172000,6,5,1991-03-01,RC
885,99,320,27,179000,15,8,2009-11-01,RC
886,98,760,16,81000,12,6,1996-12-01,RC
887,21,760,60,114000,3,1,1993-12-01,鉄骨
888,100,1040,28,84000,12,4,2009-07-01,RC
889,20,720,58,221000,15,4,1994-05-01,RC
890,22,318,72,105000,3,1,1989-10-01,鉄骨
891,90,480,32,122000,9,5,2005-03-01,RC
892,23,520,42,89000,10,6,1980-06-01,RC
893,18,600,13,90000,14,2,2002-12-01,RC
894,65,640,24,105000,5,4,2013-12-01,RC
895,35,880,43,84000,6,5,1987-04-01,RC
896,50,1080,28,74000,5,4,1973-11-01,鉄骨
897,91,280,44,135000,4,3,1988-12-01,RC
898,46,640,43,120000,6,4,1990-04-01,RC
899,20,200,24,160000,10,4,2005-02-01,RC
900,32,160,33,161000,14,7,2007-01-01,RC
901,6,600,27,209000,10,4,2003-06-01,RC
902,100,880,39,171000,12,4,1997-12-01,RC
903,60,360,26,104000,12,6,2018-07-01,RC
904,30,640,33,87000,4,2,1978-04-01,RC
905,50,440,80,187230,7,3,1994-08-01,RC
906,40,640,35,169000,10,7,1995-09-01,RC
907,16,400,20,55000,3,3,1996-07-01,RC
908,66,320,39,185800,12,7,2015-09-01,RC
909,35,760,22,97000,14,12,1997-12-01,RC
910,54,240,126,281000,16,13,1970-08-01,RC
911,32,400,31,79000,5,3,2007-09-01,RC
912,83,280,8,80000,11,9,2001-02-01,RC
913,32,640,14,70000,3,1,1990-03-01,RC
914,69,800,30,56000,3,3,1991-04-01,鉄骨
915,90,440,31,111000,7,4,1990-04-01,RC
916,17,360,8,60000,9,5,1973-08-01,RC
917,35,520,14,85000,13,3,2007-10-01,RC
918,28,440,25,67000,5,2,1992-04-01,RC
919,99,680,28,102000,5,2,1984-08-01,RC
920,50,1240,31,67000,12,2,1971-03-01,RC
921,50,1080,25,85000,3,1,1993-12-01,鉄骨
922,46,1040,80,151000,6,5,1993-12-01,RC
923,52,1840,15,44000,4,4,1989-12-01,RC
924,2,520,22,132000,4,3,2020-12-01,RC
925,46,960,27,162000,15,4,1996-11-01,RC
926,85,1160,29,84000,5,4,1985-03-01,RC
927,17,760,17,90000,8,2,2002-03-01,RC
928,9,880,9,79000,15,7,2004-11-01,RC
929,45,1000,26,93500,9,5,2010-07-01,RC
930,32,1360,39,91000,4,2,2019-04-01,RC
931,10,520,26,70000,6,2,1994-09-01,RC
932,50,560,49,135000,4,2,1991-05-01,RC
933,52,1040,41,73000,11,10,2019-07-01,RC
934,29,720,34,107000,7,3,1994-03-01,RC
935,90,160,42,164000,12,8,2007-12-01,RC
936,30,880,23,63000,1,1,1996-02-01,鉄骨
937,74,1160,56,132000,5,3,1991-02-01,RC
938,59,920,11,54500,4,1,1992-02-01,RC
939,60,440,33,104000,4,2,1982-05-01,RC
940,96,1520,68,158000,4,4,1990-01-01,RC
941,37,800,24,103500,13,9,2007-01-01,RC
942,67,960,51,100000,3,1,1987-03-01,鉄骨
943,44,560,19,90500,5,1,2004-07-01,RC
944,29,640,42,196000,4,1,2005-01-01,RC
945,40,920,27,76000,4,3,1974-03-01,RC
946,38,800,75,176000,4,3,2011-04-01,RC
947,5,1320,101,353000,8,2,2003-04-01,RC
948,67,760,55,105000,3,2,1972-03-01,RC
949,59,560,32,72000,5,4,1990-03-01,RC
950,44,840,15,66000,4,4,2005-01-01,RC
951,96,840,58,177000,7,6,1998-02-01,RC
952,2,1040,26,65000,14,6,1990-11-01,RC
953,52,1040,18,40000,6,5,1985-12-01,RC
954,9,560,20,77000,10,10,1984-08-01,RC
955,6,720,33,157000,9,8,2005-08-01,RC
956,5,560,28,137000,30,10,2005-08-01,RC
957,5,600,32,90000,8,3,2001-02-01,RC
958,90,120,19,108000,12,9,2015-08-01,RC
959,12,600,16,68000,4,3,1978-05-01,RC
960,50,1040,11,79000,4,4,2003-02-01,鉄骨
961,12,480,49,89000,11,8,1988-02-01,RC
962,18,960,53,157000,15,4,1991-10-01,RC
963,90,200,50,135000,10,8,2007-11-01,RC
964,59,1440,35,79000,3,3,1992-11-01,鉄骨
965,18,1000,124,354000,23,14,1995-01-01,RC
966,6,240,25,91000,9,4,2004-01-01,RC
967,2,960,33,105000,7,5,2018-07-01,鉄骨
968,85,560,31,99000,5,3,2018-05-01,RC
969,44,1080,21,67000,8,2,1982-11-01,RC
970,52,2360,31,48000,3,1,1987-06-01,RC
971,17,360,37,120000,13,4,2008-06-01,RC
972,45,280,52,86000,5,2,1962-02-01,RC
973,46,800,24,68000,7,7,1991-05-01,RC
974,21,680,15,59000,4,1,1989-06-01,RC
975,29,640,24,103000,11,9,1999-01-01,RC
976,30,480,18,73000,3,3,1990-01-01,鉄骨
977,99,480,72,126000,12,4,1978-06-01,RC
978,5,800,38,158000,5,5,2004-11-01,RC
979,67,640,24,72000,3,1,2009-11-01,鉄骨
980,54,120,17,122000,12,5,2005-07-01,RC
981,59,1440,79,120000,6,6,1996-02-01,RC
982,52,1000,12,32000,6,4,1985-12-01,RC
983,35,360,12,73000,6,2,2009-02-01,鉄骨
984,83,320,27,71000,4,2,1968-01-01,RC
985,16,840,13,54500,6,6,1989-04-01,RC
986,60,640,19,80000,12,7,2000-06-01,RC
987,35,680,22,85000,6,5,2009-02-01,鉄骨
988,45,680,32,106000,7,2,1993-07-01,RC
989,29,880,79,136000,8,3,1981-09-01,RC
990,52,200,21,64000,9,4,1997-03-01,RC
991,46,960,16,78600,9,5,2008-02-01,RC
992,20,480,28,74000,6,5,1972-02-01,RC
993,50,240,27,60000,5,3,1985-02-01,RC
994,22,360,16,58000,3,3,1988-11-01,鉄骨
995,2,640,29,67000,6,5,1983-12-01,RC
996,100,1600,37,70000,3,1,1992-04-01,鉄骨
997,48,520,18,104600,7,4,2004-09-01,RC
998,23,320,25,160000,18,8,2013-06-01,RC
999,32,760,31,83000,15,8,2008-06-01,RC
1000,9,800,22,89000,12,5,2005-07-01,RC
1001,54,360,31,201000,12,11,2013-02-01,RC
1002,52,1480,43,65000,5,5,2005-02-01,RC
1003,21,1160,53,113000,3,2,2011-01-01,鉄骨
1004,40,480,21,77000,6,5,1994-02-01,RC
1005,59,440,19,59000,3,2,1993-10-01,鉄骨
1006,35,920,17,113000,9,6,2019-02-01,RC
1007,35,360,53,154000,15,5,2008-01-01,RC
1008,52,880,18,65000,3,3,1990-01-01,鉄骨
1009,1,1960,73,191000,13,12,2011-03-01,RC
1010,46,960,37,146000,7,5,2007-07-01,RC
1011,98,720,34,83000,4,2,1976-06-01,RC
1012,35,880,32,73000,10,5,1973-06-01,RC
1013,29,320,47,145000,5,2,2001-02-01,RC
1014,20,560,25,82000,4,4,1970-01-01,RC
1015,16,879,39,78000,10,3,2008-02-01,RC
1016,12,280,50,97500,4,1,1980-07-01,RC
1017,60,560,48,121000,5,3,1991-11-01,鉄骨
1018,29,760,54,197000,17,7,2003-11-01,RC
1019,69,680,25,81000,3,3,2007-09-01,鉄骨
1020,7,440,93,197000,9,9,1981-09-01,RC
1021,85,1560,20,87000,10,3,2009-11-01,RC
1022,32,2080,47,60000,3,2,1988-08-01,鉄骨
1023,59,2040,35,90350,4,2,1994-07-01,鉄骨
1024,21,800,26,93000,3,2,1969-12-01,RC
1025,90,360,30,95000,13,12,2014-07-01,RC
1026,20,320,23,154000,15,11,2006-02-01,RC
1027,85,520,58,161000,14,10,2008-01-01,RC
1028,22,120,41,110000,3,1,1997-06-01,RC
1029,2,1280,20,66000,3,2,1991-02-01,鉄骨
1030,12,880,21,73000,3,2,1993-02-01,鉄骨
1031,69,440,32,74000,5,3,1986-02-01,RC
1032,2,1200,25,101000,13,9,2006-07-01,RC
1033,67,1480,35,105000,4,2,1990-08-01,鉄骨
1034,28,840,155,255000,7,7,1990-04-01,RC
1035,83,760,66,239000,22,16,2008-11-01,RC
1036,17,200,30,161500,8,7,2003-08-01,RC
1037,95,640,18,53000,4,1,1988-02-01,RC
1038,20,960,57,302000,12,4,1998-11-01,RC
1039,20,480,52,175000,10,8,2004-02-01,RC
1040,36,760,16,105000,12,9,2013-06-01,RC
1041,16,600,28,153000,10,10,2007-08-01,RC
1042,20,200,21,101000,11,2,1993-09-01,RC
1043,45,360,8,64000,4,1,1989-12-01,RC
1044,20,960,114,250000,6,4,2004-10-01,RC
1045,10,960,26,73000,8,3,1995-02-01,RC
1046,12,960,51,168000,8,5,2001-06-01,RC
1047,20,240,61,620000,14,7,2020-03-01,RC
1048,6,680,36,158000,14,10,2008-01-01,RC
1049,96,560,30,77000,3,2,1993-11-01,鉄骨
1050,10,280,31,100000,8,5,1985-04-01,RC
1051,48,640,33,309000,10,2,2018-07-01,RC
1052,98,680,10,87000,6,2,2003-12-01,RC
1053,99,480,56,136000,3,2,2012-12-01,その他
1054,18,960,56,198000,16,6,2018-10-01,RC
1055,9,520,40,157000,13,11,2007-07-01,RC
1056,30,560,22,67000,5,4,1997-11-01,RC
1057,2,520,17,86000,12,6,2012-04-01,RC
1058,35,960,29,98000,7,1,2012-05-01,RC
1059,85,920,35,136000,11,4,2018-06-01,RC
1060,72,840,50,133000,6,4,2001-05-01,RC
1061,60,360,28,87000,9,3,2006-09-01,RC
1062,60,800,47,108000,7,1,1995-02-01,RC
1063,44,280,32,96000,8,4,2002-06-01,RC
1064,2,840,14,85000,11,7,2000-09-01,RC
1065,60,680,27,83000,6,4,2003-10-01,RC
1066,67,80,51,150000,11,9,1990-01-01,RC
1067,36,760,35,145000,13,4,2012-09-01,RC
1068,22,684,12,57000,2,2,1992-05-01,鉄骨
1069,32,280,47,156000,14,8,2007-01-01,RC
1070,29,440,35,167000,22,6,2008-04-01,RC
1071,44,320,25,37000,3,2,1992-02-01,RC
1072,67,1320,33,58000,3,1,1989-03-01,RC
1073,38,1040,33,95000,4,3,2005-08-01,RC
1074,21,1560,16,74000,4,3,2011-02-01,RC
1075,46,1200,22,73000,4,4,1988-07-01,鉄骨
1076,45,1240,21,99000,3,1,1990-08-01,鉄骨
1077,30,720,14,78000,5,1,1998-05-01,RC
1078,85,600,24,70000,4,4,1978-09-01,鉄骨
1079,35,640,16,86000,8,8,2006-09-01,RC
1080,44,240,40,186000,14,10,1999-04-01,RC
